code_1,code_2
1108071,1108084
1108071,1108072
1108071,1108068
1108071,1108076
1108071,1109071
1108068,1108066
1108068,1108084
1108068,1108058
1108068,1108071
1108068,1109071
1108068,1109072
1108066,1108062
1108066,1109073
1108066,1108065
1108066,1108058
1108066,1108068
1108066,1109072
1108065,1101056
1108065,1108063
1108065,1108062
1108065,1108066
1108065,1108064
1108065,1109073
1108065,1109069
1108065,1109063
1108065,1109075
1108064,1101056
1108064,1108081
1108064,1108063
1108064,1108065
1108063,1108081
1108063,1108059
1108063,1108062
1108063,1108064
1108063,1108065
1108062,1108059
1108062,1108063
1108062,1108066
1108062,1108065
1108062,1108058
1108061,1101071
1108061,1101070
1108061,1106081
1108061,1108060
1108061,1101069
1108061,1108082
1108060,1106081
1108060,1106082
1108060,1108061
1108060,1108082
1108060,1108083
1108060,1108084
1108060,1108058
1108059,1108083
1108059,1108081
1108059,1108063
1108059,1108062
1108059,1108058
1108058,1108060
1108058,1108083
1108058,1108059
1108058,1108062
1108058,1108066
1108058,1108084
1108058,1108068
1107073,1107060
1107073,1107071
1107073,1107068
1107073,1107059
1107073,1107069
1107072,1107057
1107072,1107055
1107072,1107071
1107072,1107068
1107071,1107072
1107071,1107055
1107071,1107052
1107071,1107060
1107071,1107068
1107071,1107073
1107070,1107061
1107070,1107059
1107070,1107069
1107070,1107064
1107069,1107059
1107069,1107073
1107069,1107070
1107069,1111056
1107069,1107064
1107068,1107072
1107068,1107060
1107068,1107071
1107068,1107073
1107065,1107062
1107065,1107061
1107065,1106090
1107065,1108085
1107065,1107064
1107065,1111079
1107064,1107062
1107064,1107061
1107064,1107070
1107064,1107069
1107064,1111056
1107064,1107065
1107064,1111079
1107062,1106073
1107062,1106072
1107062,1107060
1107062,1106089
1107062,1107061
1107062,1107059
1107062,1106090
1107062,1107065
1107062,1107064
1107061,1107062
1107061,1107059
1107061,1107070
1107061,1107065
1107061,1107064
1107060,1106073
1107060,1107052
1107060,1106072
1107060,1107062
1107060,1107071
1107060,1107068
1107060,1107059
1107060,1107073
1107059,1107060
1107059,1107062
1107059,1107061
1107059,1107073
1107059,1107070
1107059,1107069
1107057,1107054
1107057,1105058
1107057,1107072
1107057,1107055
1107055,1107054
1107055,1107057
1107055,1107072
1107055,1106088
1107055,1106073
1107055,1107052
1107055,1107071
1107054,1106087
1107054,1105057
1107054,1105058
1107054,1107057
1107054,1106088
1107054,1107055
1107052,1107055
1107052,1106073
1107052,1107060
1107052,1107071
1106090,1106089
1106090,1107062
1106090,1108085
1106090,1107065
1106089,1106072
1106089,1107062
1106089,1106071
1106089,1106090
1106089,1108085
1106088,1106087
1106088,1105057
1106088,1106086
1106088,1107054
1106088,1106084
1106088,1107055
1106088,1106073
1106087,1104070
1106087,1105055
1106087,1105057
1106087,1106086
1106087,1107054
1106087,1106088
1106086,1104070
1106086,1106087
1106086,1106088
1106086,1106084
1106086,1106085
1106086,1106083
1106085,1104070
1106085,1106086
1106085,1106084
1106085,1104054
1106085,1106081
1106085,1106083
1106084,1106086
1106084,1106088
1106084,1106073
1106084,1106085
1106084,1106083
1106083,1106086
1106083,1106084
1106083,1106073
1106083,1106072
1106083,1106085
1106083,1106081
1106083,1106082
1106083,1106080
1106083,1106071
1106082,1106081
1106082,1106083
1106082,1108060
1106082,1106080
1106082,1108084
1106081,1102067
1106081,1101071
1106081,1104070
1106081,1104071
1106081,1104054
1106081,1106085
1106081,1106083
1106081,1106082
1106081,1108060
1106081,1108061
1106080,1106083
1106080,1106082
1106080,1106071
1106080,1108084
1106080,1108072
1106073,1106088
1106073,1106084
1106073,1107055
1106073,1107052
1106073,1106072
1106073,1107060
1106073,1107062
1106073,1106083
1106072,1106073
1106072,1107060
1106072,1106089
1106072,1107062
1106072,1106083
1106072,1106071
1106071,1106072
1106071,1106089
1106071,1106083
1106071,1106080
1106071,1108072
1106071,1108085
1105067,1123058
1105067,1105066
1105067,1104067
1105067,1105053
1105067,1104068
1105067,1123078
1105066,1123058
1105066,1124079
1105066,1105065
1105066,1105067
1105066,1105064
1105066,1105053
1105066,1123078
1105065,1124080
1105065,1124077
1105065,1124079
1105065,1105066
1105065,1105064
1105065,1105060
1105065,1105062
1105064,1105065
1105064,1105066
1105064,1105060
1105064,1105053
1105063,1124052
1105063,1105062
1105063,1124051
1105063,1125073
1105063,1105061
1105063,1125058
1105062,1124077
1105062,1124075
1105062,1124052
1105062,1105065
1105062,1105060
1105062,1105063
1105062,1105061
1105061,1105060
1105061,1105062
1105061,1105063
1105061,1105059
1105061,1105058
1105060,1105065
1105060,1105064
1105060,1105053
1105060,1105062
1105060,1105059
1105060,1105061
1105059,1105060
1105059,1105053
1105059,1105054
1105059,1105056
1105059,1105055
1105059,1105061
1105059,1105058
1105058,1105059
1105058,1105056
1105058,1105057
1105058,1107054
1105058,1105061
1105058,1107057
1105057,1105056
1105057,1105055
1105057,1106087
1105057,1107054
1105057,1105058
1105057,1106088
1105056,1105059
1105056,1105054
1105056,1105055
1105056,1105057
1105056,1105058
1105055,1105059
1105055,1105054
1105055,1104069
1105055,1105056
1105055,1104070
1105055,1106087
1105055,1105057
1105054,1105053
1105054,1104068
1105054,1105059
1105054,1104069
1105054,1105056
1105054,1104070
1105054,1105055
1105053,1105066
1105053,1105067
1105053,1105064
1105053,1105060
1105053,1104068
1105053,1105059
1105053,1105054
1105053,1104069
1104073,1123051
1104073,1103074
1104073,1102071
1104073,1104072
1104073,1123077
1104073,1104062
1104072,1104073
1104072,1102071
1104072,1102072
1104072,1104062
1104072,1104059
1104071,1102067
1104071,1101071
1104071,1104056
1104071,1104052
1104071,1102065
1104071,1104054
1104071,1106081
1104070,1104066
1104070,1104055
1104070,1105054
1104070,1104069
1104070,1105055
1104070,1106087
1104070,1106086
1104070,1104054
1104070,1106085
1104070,1106081
1104069,1105053
1104069,1104068
1104069,1104066
1104069,1105054
1104069,1104070
1104069,1105055
1104068,1105067
1104068,1104067
1104068,1105053
1104068,1104065
1104068,1104066
1104068,1105054
1104068,1104069
1104067,1105067
1104067,1104068
1104067,1123078
1104067,1104065
1104066,1104068
1104066,1104065
1104066,1104058
1104066,1104055
1104066,1104069
1104066,1104070
1104065,1104067
1104065,1104068
1104065,1123078
1104065,1123077
1104065,1104062
1104065,1104066
1104065,1104058
1104062,1104073
1104062,1104072
1104062,1123077
1104062,1104065
1104062,1104058
1104062,1104059
1104059,1104072
1104059,1102072
1104059,1102073
1104059,1104062
1104059,1104058
1104059,1104057
1104059,1104052
1104058,1104065
1104058,1104062
1104058,1104066
1104058,1104059
1104058,1104057
1104058,1104055
1104058,1104056
1104057,1104058
1104057,1104059
1104057,1104056
1104057,1104052
1104056,1104058
1104056,1104057
1104056,1104055
1104056,1104052
1104056,1104071
1104056,1104054
1104055,1104066
1104055,1104058
1104055,1104070
1104055,1104056
1104055,1104054
1104054,1104055
1104054,1104070
1104054,1104056
1104054,1104071
1104054,1106085
1104054,1106081
1104052,1102073
1104052,1104059
1104052,1104057
1104052,1104056
1104052,1102065
1104052,1104071
1103074,1122055
1103074,1103070
1103074,1123051
1103074,1103065
1103074,1103066
1103074,1104073
1103074,1102071
1103074,1102070
1103074,1102058
1103073,1103063
1103073,1103064
1103073,1103057
1103073,1103072
1103073,1103069
1103073,1103052
1103073,1103053
1103072,1103073
1103072,1103057
1103072,1103059
1103072,1103058
1103072,1103053
1103072,1103071
1103071,1103072
1103071,1103058
1103071,1103053
1103071,1114077
1103071,1102068
1103071,1102054
1103070,1122059
1103070,1122055
1103070,1103069
1103070,1103065
1103070,1103074
1103069,1103063
1103069,1103073
1103069,1122056
1103069,1122058
1103069,1122059
1103069,1103070
1103069,1103065
1103069,1103052
1103066,1103065
1103066,1103074
1103066,1103052
1103066,1102058
1103065,1103069
1103065,1103070
1103065,1103074
1103065,1103052
1103065,1103066
1103064,1120072
1103064,1103063
1103064,1103073
1103064,1103057
1103064,1119054
1103063,1120073
1103063,1120071
1103063,1120072
1103063,1103064
1103063,1103073
1103063,1122056
1103063,1103069
1103059,1103057
1103059,1114075
1103059,1103072
1103059,1103058
1103059,1114077
1103058,1103072
1103058,1103059
1103058,1103071
1103058,1114077
1103057,1103064
1103057,1103073
1103057,1114075
1103057,1103072
1103057,1103059
1103057,1119054
1103053,1103073
1103053,1103072
1103053,1103052
1103053,1103071
1103053,1103051
1103053,1102054
1103052,1103073
1103052,1103069
1103052,1103065
1103052,1103053
1103052,1103051
1103052,1103066
1103052,1102058
1103052,1102057
1103051,1103052
1103051,1103053
1103051,1102057
1103051,1102054
1102073,1102070
1102073,1102072
1102073,1102069
1102073,1104059
1102073,1104052
1102073,1102065
1102072,1102071
1102072,1104072
1102072,1102070
1102072,1102073
1102072,1104059
1102071,1103074
1102071,1104073
1102071,1104072
1102071,1102070
1102071,1102072
1102070,1103074
1102070,1102071
1102070,1102058
1102070,1102072
1102070,1102073
1102070,1102069
1102069,1102070
1102069,1102058
1102069,1102073
1102069,1102059
1102069,1102067
1102069,1101063
1102069,1101067
1102069,1102065
1102068,1103071
1102068,1114077
1102068,1102054
1102068,1113074
1102068,1102052
1102068,1113073
1102067,1102069
1102067,1101067
1102067,1101071
1102067,1102065
1102067,1104071
1102067,1106081
1102065,1102073
1102065,1102069
1102065,1102067
1102065,1104052
1102065,1104071
1102060,1102057
1102060,1102055
1102060,1102059
1102060,1101063
1102060,1101061
1102059,1102058
1102059,1102057
1102059,1102069
1102059,1102060
1102059,1101063
1102059,1101067
1102058,1103074
1102058,1103052
1102058,1103066
1102058,1102070
1102058,1102057
1102058,1102069
1102058,1102059
1102057,1103052
1102057,1103051
1102057,1102058
1102057,1102055
1102057,1102054
1102057,1102059
1102057,1102060
1102055,1102057
1102055,1102054
1102055,1102052
1102055,1101053
1102055,1102060
1102055,1101061
1102054,1103053
1102054,1103071
1102054,1103051
1102054,1102057
1102054,1102055
1102054,1102068
1102054,1102052
1102052,1102055
1102052,1102068
1102052,1102054
1102052,1113073
1102052,1101058
1102052,1101053
1101073,1101061
1101073,1101064
1101073,1101060
1101073,1108082
1101073,1108081
1101072,1101053
1101072,1101057
1101072,1101061
1101072,1113065
1101072,1101054
1101072,1101055
1101071,1102067
1101071,1101067
1101071,1101070
1101071,1104071
1101071,1106081
1101071,1108061
1101070,1101067
1101070,1101071
1101070,1101069
1101070,1108061
1101069,1101067
1101069,1101068
1101069,1101070
1101069,1108061
1101069,1108082
1101068,1101063
1101068,1101067
1101068,1101069
1101068,1101064
1101068,1108082
1101067,1102069
1101067,1102059
1101067,1102067
1101067,1101063
1101067,1101071
1101067,1101068
1101067,1101070
1101067,1101069
1101064,1101063
1101064,1101068
1101064,1101061
1101064,1108082
1101064,1101073
1101063,1102069
1101063,1102059
1101063,1102060
1101063,1101067
1101063,1101068
1101063,1101061
1101063,1101064
1101061,1102055
1101061,1101053
1101061,1102060
1101061,1101063
1101061,1101072
1101061,1101054
1101061,1101064
1101061,1101060
1101061,1101073
1101060,1101061
1101060,1101054
1101060,1101073
1101060,1108081
1101058,1102052
1101058,1113073
1101058,1113052
1101058,1101053
1101058,1101057
1101057,1101058
1101057,1113052
1101057,1101053
1101057,1113062
1101057,1113065
1101057,1101072
1101056,1101054
1101056,1101055
1101056,1113066
1101056,1112051
1101056,1112052
1101056,1112071
1101056,1108081
1101056,1108064
1101056,1108065
1101055,1113065
1101055,1101072
1101055,1101054
1101055,1113064
1101055,1113066
1101055,1101056
1101054,1101061
1101054,1101072
1101054,1101055
1101054,1101056
1101054,1101060
1101054,1108081
1101053,1102055
1101053,1102052
1101053,1101058
1101053,1101057
1101053,1101061
1101053,1101072
